idx,target,year,is_future,prefix
3786,impairment,1649,0,"The white-glass Whirlpool cooktop has front controls and staggered placement of cast iron solid elements, useful features for anyone with a visual"
3787,imperial,1480,0,A slave unto the Emperor [ sc. the Sultan] ..durst very well advance himselfe to come too the estate
3788,imperial,1857,0,If you are social..you are beckoned by a graceful hand to the library to look at Papa's ‘
3789,implicit,1641,0,The multivariate ways in which we express..ideas..: both the said and the unsaid; the explicit and the
3790,inability,1441,0,"In case the impediment during the time foresaid flow from the Titular by reason of his Minority, or other"
3791,incline,1425,0,"An embracing vine, Whose bounches hanging downe..Did them selues into their hands"
3792,induction,1490,0,"The incitacyons moeued by naturell dylection, whiche commen of thy self, with out ony othre"
3793,induction,1380,0,The method of becoming a parson or vicar is much the same. To both there are four requisites necessary: holy orders; presentation; institution; and
3794,induction,1440,0,[This] is an inference of that particular character which is called an Inductive Inference or an
3795,induction,1928,0,Experimental studies..have yielded extraordinarily interesting information as to the way one part of a developing embryo may influence the differentiation of other parts. When this occurs it is spoken of as
3796,induction,1951,1,"In 1950, Lwoff, Siminovitch and Kjeldgaard showed that..irradiation of cultures of lysogenic Bacillus megatherium with ultraviolet light greatly increased the proportion of bacteria producing phage... This phenomenon is called"
3797,induction,1801,0,"To produce a succession of effects both conductors must be brought near bodies connected with the ground, which gain the opposite state, in consequence of what may be called"
3798,induction,1861,0,"The unit cells in this case are portions of space in which unit of magnetic quantity is produced by unity [ sic ] of magnetizing force. The length of a cell is therefore inversely as the intensity of the magnetizing force, and its section is inversely as the quantity of magnetic"
3799,induction,1861,0,"It is of some importance..to inquire what happens when the polarisation is not proportional to the electric force. We now require two vectors, P, E, not in general parallel to each other, to express the state of the medium at any point... If we define a vector D = E + 4πP, div D = o. The vector D is called the electric"
3800,induction,1857,0,"The act by which the resistance to combination is diminished, and the combining power thus brought into greater activity, we call Chemical"
3801,inhibition,1902,0,The inhibitory power of water in the esterification of acids in alcoholic solutions..represents a complex case of the Titoff type of
3802,inhibitor,1902,0,The hydroid may contain a substance which inhibits its nematocysts from discharging and stinging other members of the colony. An occasional hydroid may provide Pagurus with such an
3803,inhibitor,1911,0,"A fifth factor, I , when present, prevents any color from appearing, no matter what other factors are there. It is called an"
3804,inhibitor,1914,0,In many instances the inhibition of an enzyme can be regarded as the result of chemical combination between the enzyme and the
3805,injure,1492,0,"Of the cases of injury from causes beyond the passengers' own control, all but twenty-seven were occasioned by collisions between trains, and mostly great numbers were"
3806,insure,1635,0,"Authorising your petitioner to ensure all your majesty's subjects whatsoever for soe much of their estates combustible as they themselves shall conceive in danger of Fire, not taking above 12 d . per centum yearly for soe much soe"
3807,intimate,1884,0,"Writers like Mr. Henry James, Mr. Howells, and Miss Wilkins, students and observers only of the minute, the delicate, and the"
3808,intimate,1915,0,"The new method is to build a smaller house, or théâtre intime , allowing of an auditorium with limited capacity so that no seat will be very far from the stage. Among these theatres may be mentioned..the Maxine Elliott, one of the first of the"
3809,invisible,1561,0,"The doctrine of Christ, the profession whereof constitutes the visible church, the belief and obedience the"
3810,irregular,1483,0,"If the Base and Treble doe rise together in thirds, then the first Note of the Treble is regular with the other part, but the second of it is"
3811,irregular,1619,0,"The multitude of practitioners scattered over this country, are comprehended in two classes:— regulars and"
3812,junction,1924,0,Two entirely different classifications are involved: (1) an assignment of importance within the frame of a sentence..(2) a scrutiny of subordination within a group (‘
3813,junction,1949,1,"Silicon and germanium may be either n -type or p -type semiconductors... If, in a single sample, there is a transition from one type to the other, a rectifying photosensitive p-n"
3814,landing,1784,0,"Major Cameron and Capt. Salmon with Mr. Barnwell and, later, Mr. Knight up behind, put in large number [ sic ] of straights each making very good flights and"
3815,lasting,1375,0,"Some modern glazes are created by baking or calendering resins onto the fabric, and these are more"
3816,latest,1447,0,"Younger Regiment or Officer , in Military Affairs, that Regiment is counted Youngest, which was last rais'd, and that Officer youngest, whose Commission is of the"
3817,lease,1595,0,"[Thou] That to give the world encrease, Shortned hast thy own lives"
3818,lease,1595,0,"My Lady Lloyd's Case.., who when the vital Flame was even blinking in the Socket,..had a new Life put into her"
3819,leather,1465,0,"A Currier, being present, said..If you have a Mind to have the Town well fortified and secure, take my Word, there is Nothing like"
3820,leather,1883,0,"It started off as a pretty little bout, though neither knew much about the"
3821,liberation,1798,0,Those in the struggle have to deal with black separatists because they stand today as a potent obstacle to full black
3822,liberation,1532,0,"Totalitarian states make assassination sound better by calling it liquidation, and aggression by calling it"
3823,light,1413,0,"If an immodest thought, or low desire Inflam'd my breast, since first our Loves were"
3824,lighting,1300,0,"I was a Boy Scout at this time, and..every Wednesday evening I was sent out of the manse for a couple of hours..to be tested on my proficiency in map-reading, knot-tying and the"
3825,lighting,1956,1,A number of discrepancies exist between the job requirements set by the industry and the training provided by the schools for a job in
3826,lion,1785,0,"I did not excel in any of my academical exercises, save that of circumambulating the colleges and public buildings with strangers..; in this branch of learning I gained such general reputation as to be honoured with the title of Keeper of the"
3827,locality,1621,0,"Where a determinate quantity of stipend..is modified to a minister out of the tithes of the parish..the decree is called of modification : but where that quantum is also localled or proportioned among the different landholders liable in the stipend, it is styled a decree of modification and"
3828,locality,1771,0,"Those cultures..that claim to be universal are, in fact, local, but aspire to hide their"
3829,lock,1563,0,"Sergesthus, eager with his Beak, to press Betwixt the Rival Gally and the Rock; Shuts up th' unwieldy Centaur in the"
3830,lucky,1450,0,You will find in this Good-Luck Ring the combination of all those elements which are considered most
3831,magnificent,1530,0,"Aristotle's fifteenth-century Italian translators provided dynasties like the Medici with an explanation of how magnificence could represent the public good, as a sign of the authority and fine judgement of the"
3832,manipulation,1796,0,"The Greek χυμεία, pouring, infusion, used in connexion with the study of the juices of plants, and thence extended to chemical"
3833,manipulation,1817,0,"It is for the purpose..of supplying the defect of friction to such muscles as we cannot reach, together with the endeavour to return the displaced vertebræ to their natural situations, that I make use of"
3834,manipulation,1817,0,"An attempt will be made..to point out the underlying pathology of those chronic affections of the knee-joint following injury that may be cured or markedly alleviated by that valuable and often brilliant therapeutic measure,"
3835,mate,1488,0,The danger quite forgot wherein they were of late; Who halfe so merrie now as Maister and his
3836,maternal,1481,0,"These crysten men ought for to knowe the Pater noster, the Aue maria, & the Credo in theyr langage"
3837,mature,1928,0,The structure of the working force changed in ways which increased..the proportion of the population..aware of and anxious to acquire the consumption fruits of a
3838,meditation,1603,0,They [ sc. the Carlists] find little inspiration in the obscurities with which the more wayward Falange writers overload their
3839,merger,1650,0,"The Plaintiff..insisted that the Term was merged in the Daughter, as being also Heir at Law. The Court upon the Hearing relieved against the"
3840,metabolic,1881,0,Change in shape in unicellular organisms is referred to by the somewhat confusing term ‘metaboly’ and organisms which exhibit it are termed ‘
3841,meter,1832,0,"The sale of water, by the different companies in London, might also, with advantage, be regulated by a different kind of"
3842,meter,1832,0,Wherever water-power is sold it is customary to use the turbines as
3843,migrant,1795,0,Education and ‘suitable’ marriage..are perhaps the most important vehicles for the social and economic
3844,modelling,1706,0,"Lessons included life drawing, draped life, drawing out-of-doors, memory exercises and clay"
3845,moisture,1398,0,"In the Earth are ingendred the foure first qualities of Heate, Cold, Drouth, and"
3846,momentum,1699,0,"In fundamental physical theory, first place is still occupied by the conservation laws for electric charge and for"
3847,monastery,1425,0,They have nothing of the freedom of the Hindú monastic orders..and seem never allowed to leave the
3848,motif,1874,0,"Other highly chosen sentiments include ‘serving the community’, ‘promoting pleasure for others’, ‘self-sacrifice’, and ‘duty’, all of which in operation together form a ‘service to others’"
3849,mutation,1398,0,"A review of the chief forms of life in the several regions and sub-regions, with the indications they afford of geographical"
3850,mutation,1542,0,"In the be no alteration But that we men, like as our sellffes we say, Mesuryng thy Justice by our"
3851,mutation,1610,0,"Pillars of stone, whereon they inscribed the distances from the regal Cities, Stations, and"
3852,mutation,1883,0,To such recognisable steps in the evolution of organisms W. Waagen gave the name
3853,mutation,1894,0,Bateson's results..emphasize strongly the difference between variation and that steady advance along certain definite lines which Waagen called
3854,mutation,1901,0,"Quite distinct from these are those abrupt..variations..which sometimes occur, and of which de Vries records a remarkable instance in the genus Œnothera . For such variations de Vries proposes the term"
3855,mutually,1739,0,"To be drawn up correctly, our list of probabilities must be such that if any one event occurs, this automatically rules out the possibility that any other event in the same list could also occur. The events will then be"
3856,naked,1300,0,Þe pride es slaked Of þam þat war so stout on stede And sum of þam es leuid all
3857,nest,1614,0,"And yet, ye offer your protest, Ye never herried Maggy's"
3858,nest,1614,0,"The sheet flew from the rest of her, revealing her big hairy"
3859,nest,1390,0,Ches anoþer which þe likþ best to be oure hord broder and dedliche sennes
3860,neural,1976,1,"A neuropad at the top of each leg matched up to a neuropad on the body, and when the animal entered its exoskeleton, it simply reestablished"
3861,nowhere,1755,0,"There is no funding any longer. On the nation's priorities, animals come"
3862,nutrition,1425,0,"A Putrefaction of the stagnated Juices, whence the Parts are essentially deprived of all manner of"
3863,nutrition,1903,0,I therefore thought that it would be of interest for the reader to have available the brief biographies of twenty-five or so scientists who have made notable contributions to what we now know as
3864,observed,1604,0,"As it proceeds from the Heart of the Observer, so it dives into the Heart of the"
3865,obstruction,1533,0,Airway remodeling in asthma thus may predispose persons with asthma to asthma exacerbations and even death from airway
3866,offensive,1887,0,"It would certainly have been better if the French army at the outset had been established in rear, at some days' march from the frontier, covered with a defensive line, and some places capable of resistance. It would then have had a good base from which to conduct the"
3867,offering,1483,0,Issuers should think about insurance and premium payment during the early planning phases of a bond
3868,onion,1356,0,"Who wou'd ask for her Opinion Between an Oyster, and an"
3869,oppression,1556,0,"The darkenynge or hidynge of the starre, whiche chaunce happeneth commonly to any starre being within 15 degrees of the Sonne..is called of many men Combustion. Other [s] contract the name of combustion to syxe degrees, and call this"
3870,optimum,1848,0,"Goldratt believes an organization should focus on systemwide optimization, not the achievement of local"
3871,outlet,1275,0,He wuneþ at portes hom At one tune ine dorsete Bi þare see in ore utlete [= by the sea in an
3872,outward,1475,0,"Þe colour of his face chaungiþ..To whitnesse as þe hete and þe spiritis fleen in to þe ynward of þe pacient, To þe grenesse as whanne þe spiritis goon aȝen to þe"
3873,overhead,1865,0,An air intercept routine..began with one example departing on dry thrust into a climbing turn while the other followed with re-heat to meet head on in the
3874,pack,1887,0,The chief business of the half-back then became to snap up the ball..as soon as it came away from the
3875,pack,1929,0,They kept their 3-liter Ferrari well back in the
3876,packet,1887,0,The next dealer passes the new pack to the last dealer who cuts it with at least five cards in each
3877,painter,1240,0,We are compelled to call both the President of the Royal Academy and the man who paints our carts and hot-bed frames by the common name of
3878,parliament,1560,0,"In France, those high Courts of Justice..are called Sedentary Parlements; and their Assembly of States General is onely equivalent to our"
3879,parliament,1400,0,No sooner had my ideas for gingering up Formula One been printed..than I get a chance to present them to the one man who might push them through racing's
3880,partition,1450,0,"When Man or Human Body is divided into its three Regions and Limbs; or the Year into 12 Months... It is a Definition of the Integrate, or Mathematical, and is called"
3881,partition,1450,0,"When Man is divided into Body and Soul, it properly comes under this Part of the Doctrine of integral Division, as well as when the Meer body is divided into Head, Trunk, and Limbs. This Division is sometimes called"
3882,partition,1450,0,"In physical division , we distinguish the parts of which an individual thing or aggregate is composed: as in a man head, limbs, and trunk... This process is called"
3883,partition,1486,0,"Whensoeuer there is a separation of common charges..by reason of the Interposition of some..Ordinaries, then they are not termed Ordinaries, but most worthy"
3884,partition,1941,1,To sideline the Kashmir issue just as a normal dispute between nations I leave..to historians and the scholars of ‘Indian
3885,partition,1850,0,"The determination of the number of ways in which a given amount of energy can be shared out among the different possible states of an assembly, is essentially a problem of the same type as that of the determination of the number of"
3886,partition,1905,0,"Let α be any number of ℜ; we can use it to throw all numbers of ℜ into two classes A, B . In A we put all numbers < α; in B all numbers > α. The number α we may put in A or B . This division of the numbers of ℜ into two classes we call a"
3887,phosphate,1885,0,See the following list of syrups that are dispersed at Johnson's drug store: Chocolate with cream..Lemon
3888,physics,1715,0,These motions come under the same laws of dynamics and analysis as any other branch of
3889,picture,1490,0,"Wee haue seen and eaten of many more [foul] , which for want of leasure..coulde not bee"
3890,pitch,1895,0,The International football match was made..memorable by..the collapsing of a portion of the terracing flanking the
3891,plain,1330,0,"We now send you per Captain Hooghteling 1 piece fine Corduroy, 1 piece yard wide Cotton Check, 1 dozen Blue printed linen Handkerchiefs, 1 double Gross flowered Metal Buttons, 1 Double Gross"
3892,plantation,1429,0,"Some vegetables ben by bowes, some by seedes, and some ben with-out seedes or plantacion [ a 1500 Lambeth MS. plantyng; Latin"
3893,plantation,1655,0,"Divers persons..who were in the late Rebellious Insurrection, [were to] be sent away to the Foreign"
3894,pointing,1899,0,"This type of setting is typical for light air conditions, when building boat speed is more of an issue than"
3895,pointing,1860,0,"That it shall not be lawful..to fish for trout or other fresh water fish..with any net,..or by striking the fish with any instrument, or by"
3896,pointing,1860,0,"Fishing for trout..by what is known as double rod fishing, or cross line fishing, or set lines,..or by striking the fish..or by"
3897,pointing,1900,0,"Rubbed spots on the rumps are judged according to the damaged area, which, in the Silver Fox, can be somewhat restored to its original appearance by the process of"
3898,pole,1575,0,"For lyke as in heauen are two poynts immoueable..vpon the which the whole frame of heauen is turned..euen so the stone Magnes reduced into a globous or rounde forme, laying thereon a needle, then which way so euer the needle..turneth and resteth, thereby is shewed the place of the"
3899,poorly,1330,0,"A poor labouring Man..; if he has a Wife and three or four Children to feed, and who get little or nothing for themselves, must fare hard, and live"
3900,post,1598,0,"You see, before the Gate, what stalking Ghost Commands the Guard, what Centries keep the"
3901,posture,1580,0,"Some day..one will discover a hominid of small stature, and almost erect"
3902,precision,1529,0,Whispering lunar incantations Dissolve the floors of the memory And all its clear relations Its divisions and
3903,present,1425,0,"The secular movement,..whose children had become hedonists living in the"
3904,presume,1450,0,I would go near thee—but I cannot press Into thy presence—it helps not to
3905,printer,1859,0,"The apparatus comprises two essential mechanisms, the ‘Transmitter’ or ‘Compositor’, and the ‘Receiver’ or ‘"
3906,printer,1946,1,The static outputs of a total of 80 decade counters and 16 PM counters are connected to the
3907,printing,1701,0,"[He] came up with the range as a means of diversifying from the firm's main market, commercial ceramic"
3908,printing,1853,0,"The first element, of 12 weeks, teaches basic theory of light..before moving on to camera handling, defect photography, processing and"
3909,probe,1664,0,"At his [ sc. the flea's] snout is fixed a Proboscis, or hollow trunk or"
3910,processor,1893,0,Any program that runs on the system can access any information physically accessible to the (central)
3911,prohibition,1843,0,"We have considered the statute in question, as it truly is, a law regulating the sale [of liquor] . It is not a statute of"
3912,prose,1390,0,"Now þis schal beo þe parclose, No more to speken of þis"
3913,prosecution,1879,0,Warrants of this kind would be normally executed by special branch officers acting under the directions of the Director of Public
3914,prospective,1599,0,His gloomy meditations began to give way to more agreeable pictures..enlivened by that sunshine with which the Goddess [ sc. Hope] ..so successfully gilds her
3915,prospective,1954,1,"Further retrospective studies of that same kind would seem to us unlikely to advance our knowledge materially... If, too, there were any undetected flaw in the evidence that such studies have produced, it would be exposed only by some entirely new approach. That approach we considered should be ‘"
3916,quantum,1913,0,"Whatever the alteration in the laws of motion of the electrons may be, it seems necessary to introduce..a quantity foreign to the classical electrodynamics, i.e. Planck's constant, or as it often is called the elementary"
3917,queen,1945,1,The first clang of metal sounded like a mid-Atlantic collision between the two
3918,quest,1393,0,"Alle þat þey take now to frest, Þerof shal God take a"
3919,quest,1393,0,"Thought comes creeping in anon, And, in his deserted nest, Sits to hold the crowner's"
3920,race,1853,0,There was a taut look of excitement that she had never seen before in his face. Her own pulses began to
3921,reach,1546,0,The internationalization of finance and business caused law firms to react by expanding their own
3922,reactor,1890,0,"For actors involved in BIPs [= behavior interchange patterns] , each has..one negative path of length 4 and one negative path of length 5 for each BIP in which she or he occupies the ‘"
3923,realism,1817,0,"It is only so far idealism, as it is at the same time, and on that very account, the truest and most binding"
3924,realism,1817,0,"Chita's dream was no more and no less than that of most young women, but her sisters in the West would temper that romanticism with a large pinch of"
3925,realism,1856,0,"My underlying contention, that there is an inherent contradiction between art and vulgarism (or, to confine ourselves to æsthetic terms, between art and"
3926,rebellion,1409,0,"A Parliament like to continue, The Irish tugging for a blood-shedding Religion, but not in their way: wee by Petition and Parliament, not by sword and"
3927,rebellion,1541,0,It happeneth that some vlceres and diseases are contumacy and rebellyon to heale. Howbeit indicacyon curatyfe is nat taken of this contumacy and rebellyon [French
3928,reception,1607,0,"His [ sc. Roger of Bellegarde's] Pattent was read in the Parliament of Dijon, the Cittie receiued him with all sorts of honours, and went to fetch him at the Carthusians where he made his abode, attending the preparation for his"
3929,reception,1843,0,At that time television was only just getting off the ground..and many areas still did not have
3930,reception,1985,1,I cannot see the Congregation's advisers and consultants being ready to accept what the hierarchy has said about ‘
3931,reconstruction,1784,0,"All the women were free to return to their interrupted training, to resume their pre-war occupation or to help with the gigantic task of"
3932,reconstruction,1866,0,"The successful candidate will ideally..have..post qualification experience in corporate and commercial law, including acquisitions, mergers and"
3933,reference,1971,1,"The initialization function adds symbols to the Perl symbol table that refer back to the other glue routines, along with an index to be passed to the routine when it is called so that it knows which C subroutine or variable is being"
3934,refine,1582,0,"Selling their Sugars unextracted from the Cane to the Venetians, and buying it againe from them after it is"
3935,refine,1582,0,"Now the Table was furnished with fat things, and with Wine that was well"
3936,regiment,1393,0,The planetis aspectis and complexiounis..of nature ar wonder different [And ar] not all vnder ane
3937,regiment,1393,0,"I shall decore and maintein thesame, to the glory of hym, honor of my bloud, and to the publique wealth, aswell of you all here present, as of all the poore commons and subiectes, of this kyngdom and"
3938,regiment,1569,0,"It was an old, withered man, who had served the Government in the days of the Mutiny as a native officer in a newly raised cavalry"
3939,regiment,1569,0,The government has disbanded the five battalions under the Territorial Army 300th series and replaced them with the Border
3940,rehabilitation,1483,0,"A publicke declaration that the Churches makes to receaue them [ sc. heretics] into her communion with the exercise of their charges, which serues them for a generall"
3941,relaxation,1708,0,"David Reubeni..eventually fell into the hands of the Spanish Inquisition, which condemned him in 1538 to"
3942,rent,1335,0,"Þer beþ iiii . willis in þe abbei: Of triacle and halwei, Of baum and ek piement, Euer ernend to riȝt"
3943,rent,1300,0,"He is comen to parlement, Forto ȝelde þee þi"
3944,rent,1300,0,"The plant, equipment and vehicles you need are bought by the lessor (who may be a finance company) and then leased to you for an agreed"
3945,rent,1422,0,He lived in a rambling tenement in the Bishop of London's
3946,repetition,1579,0,"If the Psalmes..deserue to be oftner repeated then they are, but that the multitude of them permitteth not any oftner"
3947,repetition,1774,0,"The portrait of the Archduke was catalogued as an original by the National Gallery in 1925 and 1929, while the Infanta was considered to be a studio"
3948,reprint,1570,0,"Thys boke (gentle reader) was fyrst corruptly printed in Fraunce and after that at the cost and charges of Rycharde Pynson, newly translated and"
3949,reprint,1570,0,"The Gazet was printing with the Satturday's account, but this relation being brought on Sunday, it was wholly"
3950,residue,1923,0,"Thus, if you strip from the theory its variable part you are left with a residuum. This is the constant element and Pareto therefore calls it a"
3951,resistant,1548,0,"A very small degree of resistance, indeed, is necessary to throw off a body which strikes obliquely on the"
3952,resonance,1833,0,A tuning-fork at one end of a room will respond to another of the same pitch..at the other end of the room. But the least difference of pitch destroys the
3953,resonance,1854,0,"If then a sunbeam..be incident upon a medium so constituted that its particles are capable of vibrating in unison..with some or other of the ethereal vibrations of the incident beam, it must necessarily happen that one system of vibrations will be called into existence by the other according to the laws of"
3954,resonance,1854,0,"Spectroscopy inside an external resonator, which is synchronously tuned with the laser frequency..in order to be always in"
3955,restoration,1725,0,"The doctrine of the future life of souls issues in a trilemma—eternal punishment of the wicked and everlasting happiness of the saved, conditional immortality, universal"
3956,restoration,1668,0,"Beaum. But since Drinking is so unnatural a Vice, how comes it so much in fashion amongst us? Freem. Why some witty Men, they say, introduced it upon the"
3957,restoration,1638,0,"The spirits and ayre without are the chiefe causes of consumption, and the generall progresse of Nourishment is the cause of"
3958,retention,1425,0,Children older than 6 years..are asked if they can inhibit urination for an hour to teach bladder
3959,retention,1425,0,"Organic Se [= selenium] in the form of Se yeast increased plasma and milk concentrations.., which indicates improved Se absorption and"
3960,retention,1475,0,The fuel needle is bored centrally for a needle extension and is fitted with a grub screw for
3961,retention,1655,0,"In pecuniary dispensations to his Favourites he was excessive liberal, yea though the exigence of his own wants pleaded"
3962,retention,1540,0,Our client is continually striving to raise awareness of its services to increase customer acquisition and
3963,retention,1551,0,"Before the introduction of the term lien into Scotch legal phraseology, the right to retain the property of a debtor was recognised under the name of the right of"
3964,retreat,1916,0,"Yesterday was a day of great oscillation in the markets, but it was encouraging to find that on balance there was no"
3965,reverse,1775,0,"In looking at the fair tapestry of human Life..he dwells not on the obverse alone, but here chiefly on the"
3966,reverse,1529,0,"Buonaparte, great as he was in prosperity, was never able to bear up against a"
3967,right,1823,0,"Miss Hazel Carlin, of Hucknall, said she saw about eight youths shouting and swearing. They overturned a car then"
3968,romance,1745,0,"Round thy shrine a thousand youths advance, Warm with the gentle ardors of"
3969,rotate,1841,0,"After a few years of successful rotation, the office commonly ceases to"
3970,round,1300,0,"He accepted it [ sc. the Looking-Glass] with a smiling countenance, and looking in it, found himself fat, and almost"
3971,round,1405,0,"If sentiment were sacrific'd to sound, And truth cut short to make a period"
3972,round,1524,0,They often found it difficult to make a Council of State do what was necessary for carrying on the Service; which oblig'd the Conference sometimes to be
3973,round,1440,0,"In the harde if that thow make a wounde, Adownward sumdel lenyng most hit"
3974,rubber,1577,0,I have been in the habit of recommending to patients..the rubbing of the skin with a coarse crash towel or Turkish
3975,rubber,1876,0,"Remember the S-M ads: ‘seeks discipline’, ‘seeks uniforms’, ‘seeks leather and"
3976,sanction,1570,0,"The breach or violation of any humane lawe, ordinance, constitution, statute, or"
3977,sanction,1681,0,"A Review of the principal Questions and Difficulties in Morals. Particularly Those relating to the Original of our Ideas of Virtue, its Nature, Foundation, Reference to the Deity, Obligation, Subject-matter and"
3978,screening,1806,0,They will generally order him to be excluded from the hall..and direct that the order for such exclusion be affixed to the screen of the hall; hence this mode of punishment is called ‘
3979,screening,1806,0,"Publication involves notices being put up in the hall, in the Bencher's rooms and in the undertreasurer's office of the barrister's Inn, a process known as ‘"
3980,secretion,1882,0,"In a true concretion, the material at the centre has been deposited first, and has increased by additions from without... Where, on the other hand, cavities..have been filled up by the deposition of materials on their walls, and gradual growth inward, the result is known as a"
3981,secure,1954,1,"The security regime..makes it clear that not only are the workers not privy to any sensitive information, but also that the U.S. Navy does not regard them as"
3982,secure,1578,0,The Structure may still stand..by vertue of..such Foundations which still stand
3983,sense,1661,0,Art can be considered..the creation of the sensible or what can be
3984,sensible,1502,0,"The fourth is vnto y e regarde of lytell chyldren y e whiche ben deed in orygynall synne, The whiche shall be in y e fyre of hell w t out suffrynge payne sensyble [French peine"
3985,sensible,1500,0,All the ancient theologists..affirmed that the soul was of a certain middle nature and condition between intelligibles and
3986,sensor,1959,1,Present resolution is limited by the number of light-sensitive elements on the image
3987,shame,1647,0,"Another, and another Night she came; For frequent Sin had left no Sense of"
3988,shame,1230,0,The name of her sister Drusilla had been already stained with a thousand
3989,shame,1586,0,"Erasmus, that great, injur'd Name, (The Glory of the Priesthood, and the"
3990,shelf,1839,0,"Mamma, who praises her own self, Instead of Jane or Ann, And lays ‘her girls’ upon the"
3991,shooting,1464,0,"Wall's-end coals, 47 s …free of expence, except the trifling expence for metage and"
3992,sixteen,1616,0,"Several of sixty tripped it with almost as much glee and airy lightness, as those of"
3993,slide,1692,0,Reply was made that I was not able to go nor ride; at which he ordered them to bring me on a
3994,smell,1939,1,"Things..wouldn't always get past the sharp-eyed QC. If a case smelt, he would"
3995,socialism,1833,0,The betrayals and ‘ministerialism’ of various Left-Labour MPs..were perhaps nothing new in the history of parliamentary
3996,sociology,1842,0,"Thus Comte arrives at the five following great divisions of science: astronomy, natural philosophy, chemistry, physiology, and"
3997,sociology,1842,0,Resistance to the idea of a causal capacity of emotion in social life and social processes follows fairly directly from the present state of
3998,softly,1375,0,"The other, Subekto, evidently a Javanese like Sumitro, laughed"
3999,sooner,1890,0,Governor Campbell..thinks it altogether too soon to talk of 1892... The Governor is quite right in declining to be regarded as a
4000,sovereign,1565,0,"The postulant must have proved his ability to maintain civil government, and to fulfil within and without the obligations which attach to every civilized nation, before it can be recognized as an independent"
4001,spare,1225,0,"Esau ai he dred ful sare, For he was fel and wald noght"
4002,spare,1390,0,"Whan Somer hath lost al his grene And is with Wynter wast and bare, That him is left nothing to"
4003,speculation,1575,0,"In every art and science, practitioners complain how often they are deceived by specious theories and delusive"
4004,spell,1400,0,"Oh she knew well Thy loue did read by rote, and could not"
4005,spell,1400,0,"She taught the child to read, and taught so well, That she herself, by teaching, learn'd to"
4006,spine,1721,0,[In star-fish] the edges of a groove are bordered immediately by a series of fine moveable
4007,spring,1405,0,Commerce! beneath whose poison-breathing shade No solitary virtue dares to
4008,stance,1678,0,"Their sad Misfortunes, and unlucky Chance,..had put their Measures to a"
4009,statutory,1937,1,Mr. A. P. Herbert..moved an amendment to delete the provision that at least one independent member of the Advisory [Films] Council should be a woman. He said that he hoped they would abolish from the clause and the Bill..what was called the ‘
4010,stick,1832,0,"‘Domestic altercation, Via Tasso.’ ‘Someone giving his wife a bit of"
4011,stick,1577,0,"The fragrant pea with blooms so thick, That curls her tendrils round a rotten"
4012,stick,1707,0,"He came upon them in the nick, and found her having the drummer's"
4013,strain,1609,0,So we have had but too just cause to complain of the like out-rages committed by some of the Zelots of that
4014,strain,1575,0,"Nor nearer might the dogs attain, Nor farther might the quarry [ sc. stag]"
4015,submission,1439,0,They..received us with much salaaming and offerings of chapatis and ghee in signification of their
4016,subsidiary,1608,0,"Mr. Pitt..asserted in the House of Commons, that his Prussian Majesty had properly co-operated with his subsidised troops up to September, when he thought proper to withhold the"
4017,substitution,1711,0,Sheriffs and Stewarts depute have a power to name a substitute or substitutes..within such a particular district as shall be mentioned in the
4018,substitution,1694,0,"By substituting successively a , b , c , d for e in that Equation of y , one of the Values of y will vanish in every"
4019,substitution,1854,0,"If an integral function of the elements x 1 , x 2 ,.. x n is not symmetric, it will be changed in form, and consequently, if the x λ 's are entirely independent, also in value, by some of the possible interchanges of the x λ 's. The process of effecting such an interchange we shall call a"
4020,superficial,1579,0,"If in the rest of the Jewish Law he perceives any Errors, he blames the Men that introduced them, and distinguishes the essential from the"
4021,supplement,1891,0,"Meat-meal tankage, next to milk and milk products, was the best for supplying a protein-mineral-vitamin"
4022,supplement,1600,0,"That pretended instrument..is so defective..for..it is made at his dwelling-house; whereas..at the time of the date of the instrument he wes out of the country, and so it should have been done by letters of"
4023,suspension,1635,0,You may exercise his attention by your manner of telling this story: you may employ with advantage the beautiful figure of speech called
4024,swell,1616,0,"The husbandman, if that his crops proove well, Hath his heart fild with joy 'cause his barnes"
4025,swing,1545,0,"On the 9th of April, annually, at Bengal the natives undergo a very uncommon kind of penance:..In a large plain about a mile from Calcutta, there are erected about thirty Bamboos, at least twenty feet high; on the top of these they contrive to fix a swivel, and another bamboo of thirty feet or more crosses it, at both ends of which hangs a rope. One end of this rope, the people pull down, and the devotee placing himself under it, the Brahmin pinches up a large piece of skin under both the shoulder blades,..and thrusts a strong iron-hook through each... When this is done, the people haul down the other end of the bamboo, by which means the devotee is immediately lifted up..from the ground, and then run round as fast as their legs will carry them. This throws the devotee out to the full length of the rope, where as he"
4026,swing,1957,1,"Still I am just one cat in a world of cool cats, and everything interesting is crazy, or at least so the Squares who do not know how to"
4027,swing,1964,1,"As for the mystery that still surrounded Robin Aseltine's death, the police had picked up and questioned several former girl and boy friends, Robin having been found to"
4028,taste,1290,0,"This noble clerk, with alle haste Began the veines forto"
4029,taxation,1447,0,A new valuation of all private property had been made with a view to a more equable system of
4030,tear,1832,0,"The smaller and rounder the eyes, the better the cheese is reckoned. They should contain a clear salt liquor, which is called the"
4031,termination,1934,1,We suggest that these codons [ sc. UAG and UAA] are the normal recognition signals in messenger RNA for chain
