model,kind_model,target,technical,neighbor,flag_kind,neighbor_year,dating,target_len,brown_freq,rank
talkie-web,leakage-rich,asking,False,askin,ORTHOGRAPHIC,,,6,67,1
talkie-web,leakage-rich,calling,False,callinge,ORTHOGRAPHIC,,,7,45,1
talkie-web,leakage-rich,catecholamine,True,catecholamines,ORTHOGRAPHIC,,,13,0,19
talkie-web,leakage-rich,centrifugal,False,centrifugial,ORTHOGRAPHIC,,,11,1,1
talkie-web,leakage-rich,cholinergic,True,cholingeric,ORTHOGRAPHIC,,,11,0,1
talkie-web,leakage-rich,cholinergic,True,peptidergic,DERIVATIONAL,,undated,11,0,1
talkie-web,leakage-rich,cholinergic,True,achergic,DERIVATIONAL,,undated,11,0,1
talkie-web,leakage-rich,claw,False,clawes,ORTHOGRAPHIC,,,4,1,62
talkie-web,leakage-rich,commonwealth,False,commonwealthof,ORTHOGRAPHIC,,,12,7,1
talkie-web,leakage-rich,condominium,True,condominum,ORTHOGRAPHIC,,,11,0,4
talkie-web,leakage-rich,consortium,True,servitium,DERIVATIONAL,,undated,10,0,-1
talkie-web,leakage-rich,disagreeable,False,disagreeables,ORTHOGRAPHIC,,,12,1,5
talkie-web,leakage-rich,disagreeable,False,unagreeables,DERIVATIONAL,,undated,12,1,5
talkie-web,leakage-rich,doom,False,doome,ORTHOGRAPHIC,,,4,3,5
talkie-web,leakage-rich,drummer,True,drummes,ORTHOGRAPHIC,,,7,2,16
talkie-web,leakage-rich,drummer,True,drumme,ORTHOGRAPHIC,,,7,2,16
talkie-web,leakage-rich,drummer,True,drumes,ORTHOGRAPHIC,,,7,2,16
talkie-web,leakage-rich,drummer,True,drumbes,ORTHOGRAPHIC,,,7,2,16
talkie-web,leakage-rich,dung,False,dunghills,ORTHOGRAPHIC,,,4,2,2
talkie-web,leakage-rich,effector,False,effectors,ORTHOGRAPHIC,,,8,0,17
talkie-web,leakage-rich,effector,False,effectors,ORTHOGRAPHIC,,,8,0,4
talkie-web,leakage-rich,empiricism,False,constructionism,DERIVATIONAL,,undated,10,2,1
talkie-web,leakage-rich,empiricism,False,cognitivism,DERIVATIONAL,,undated,10,2,1
talkie-web,leakage-rich,empiricism,False,constructionism,DERIVATIONAL,,undated,10,2,1
talkie-web,leakage-rich,empiricism,False,innatism,DERIVATIONAL,,undated,10,2,1
talkie-web,leakage-rich,escalation,False,escalatory,DERIVATIONAL,,undated,10,7,1
talkie-web,leakage-rich,femme,False,femmes,ORTHOGRAPHIC,,,5,1,2
talkie-web,leakage-rich,figurative,False,figurate,ORTHOGRAPHIC,,,10,5,-1
talkie-web,leakage-rich,fro,False,froe,ORTHOGRAPHIC,,,3,0,1
talkie-web,leakage-rich,gardening,False,gardenes,INFLECTION,,,9,3,3
talkie-web,leakage-rich,gardening,False,gardeninge,ORTHOGRAPHIC,,,9,3,3
talkie-web,leakage-rich,generative,False,germinative,DERIVATIONAL,,undated,10,0,29
talkie-web,leakage-rich,genotype,False,idotype,DERIVATIONAL,,undated,8,0,14
talkie-web,leakage-rich,gin,False,ginner,ORTHOGRAPHIC,,,3,23,1
talkie-web,leakage-rich,gin,False,ginhouse,ORTHOGRAPHIC,,,3,23,1
talkie-web,leakage-rich,globulin,False,globulins,ORTHOGRAPHIC,,,8,4,5
talkie-web,leakage-rich,husbandry,False,husbandmen,DERIVATIONAL,,undated,9,2,1
talkie-web,leakage-rich,husbandry,False,husbandrie,ORTHOGRAPHIC,,,9,2,1
talkie-web,leakage-rich,husbandry,False,husbandrye,ORTHOGRAPHIC,,,9,2,1
talkie-web,leakage-rich,hydration,False,gelation,DERIVATIONAL,,undated,9,0,1
talkie-web,leakage-rich,ideologically,False,programmatically,DERIVATIONAL,,undated,13,0,4
talkie-web,leakage-rich,immobilization,False,mineralization,DERIVATIONAL,1757,pre-cutoff,14,0,29
talkie-web,leakage-rich,immobilization,False,denitrification,DERIVATIONAL,,undated,14,0,29
talkie-web,leakage-rich,immobilization,False,mineralisation,DERIVATIONAL,,undated,14,0,29
talkie-web,leakage-rich,indivisible,False,undivisible,DERIVATIONAL,,undated,11,1,1
talkie-web,leakage-rich,indivisible,False,indivisibles,ORTHOGRAPHIC,,,11,1,1
talkie-web,leakage-rich,labyrinth,False,labyrinthus,ORTHOGRAPHIC,,,9,1,7
talkie-web,leakage-rich,labyrinth,False,labirinto,ORTHOGRAPHIC,,,9,1,7
talkie-web,leakage-rich,labyrinth,False,labirintus,DERIVATIONAL,,undated,9,1,7
talkie-web,leakage-rich,labyrinth,False,laberintus,DERIVATIONAL,,undated,9,1,7
talkie-web,leakage-rich,labyrinth,False,laberinto,ORTHOGRAPHIC,,,9,1,7
talkie-web,leakage-rich,labyrinth,False,labyrinthum,ORTHOGRAPHIC,,,9,1,7
talkie-web,leakage-rich,labyrinth,False,labirintum,DERIVATIONAL,,undated,9,1,7
talkie-web,leakage-rich,marginally,False,robotically,DERIVATIONAL,,undated,10,1,-1
talkie-web,leakage-rich,match,False,matchlocks,ORTHOGRAPHIC,,,5,41,27
talkie-web,leakage-rich,mathematic,False,mathematici,ORTHOGRAPHIC,,,10,0,-1
talkie-web,leakage-rich,microcosm,False,microcosmos,ORTHOGRAPHIC,,,9,3,1
talkie-web,leakage-rich,microcosm,False,microcosom,ORTHOGRAPHIC,,,9,3,1
talkie-web,leakage-rich,microcosm,False,microcosmos,ORTHOGRAPHIC,,,9,3,1
talkie-web,leakage-rich,millet,False,millett,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,millet,False,milke,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,monoclonal,False,monomorphic,DERIVATIONAL,,undated,10,0,34
talkie-web,leakage-rich,nay,False,naye,ORTHOGRAPHIC,,,3,2,1
talkie-web,leakage-rich,nay,False,naye,ORTHOGRAPHIC,,,3,2,2
talkie-web,leakage-rich,nay,False,nae,ORTHOGRAPHIC,,,3,2,2
talkie-web,leakage-rich,nay,False,naw,ORTHOGRAPHIC,,,3,2,2
talkie-web,leakage-rich,nay,False,nayes,ORTHOGRAPHIC,,,3,2,12
talkie-web,leakage-rich,nay,False,nae,ORTHOGRAPHIC,,,3,2,1
talkie-web,leakage-rich,nay,False,naye,ORTHOGRAPHIC,,,3,2,1
talkie-web,leakage-rich,nay,False,nae,ORTHOGRAPHIC,,,3,2,1
talkie-web,leakage-rich,nay,False,naye,ORTHOGRAPHIC,,,3,2,1
talkie-web,leakage-rich,neutrophil,False,chromophile,DERIVATIONAL,,undated,10,0,23
talkie-web,leakage-rich,neutrophil,False,neutralophiles,DERIVATIONAL,,undated,10,0,83
talkie-web,leakage-rich,nominally,False,nominatively,DERIVATIONAL,,undated,9,3,16
talkie-web,leakage-rich,octave,False,octads,ORTHOGRAPHIC,,,6,2,15
talkie-web,leakage-rich,oldest,False,myghtiest,DERIVATIONAL,,undated,6,14,-1
talkie-web,leakage-rich,oldest,False,myghtest,DERIVATIONAL,,undated,6,14,-1
talkie-web,leakage-rich,overdue,False,overdueâ,ORTHOGRAPHIC,,,7,2,1
talkie-web,leakage-rich,palsy,False,palsey,ORTHOGRAPHIC,,,5,2,1
talkie-web,leakage-rich,palsy,False,palesye,ORTHOGRAPHIC,,,5,2,1
talkie-web,leakage-rich,palsy,False,palesy,ORTHOGRAPHIC,,,5,2,1
talkie-web,leakage-rich,parietal,False,parietals,ORTHOGRAPHIC,,,8,0,2
talkie-web,leakage-rich,parietal,False,parieto,ORTHOGRAPHIC,,,8,0,1
talkie-web,leakage-rich,penalize,False,penalised,ORTHOGRAPHIC,,,8,0,-1
talkie-web,leakage-rich,pleading,False,pleadings,ORTHOGRAPHIC,,,8,12,2
talkie-web,leakage-rich,positron,True,positrion,ORTHOGRAPHIC,,,8,0,1
talkie-web,leakage-rich,pragmatism,False,scientism,DERIVATIONAL,,undated,10,2,17
talkie-web,leakage-rich,quartet,False,quartett,ORTHOGRAPHIC,,,7,9,1
talkie-web,leakage-rich,rake,False,breake,DERIVATIONAL,,undated,4,11,-1
talkie-web,leakage-rich,ransom,False,ransome,ORTHOGRAPHIC,,,6,5,1
talkie-web,leakage-rich,ransom,False,ranson,ORTHOGRAPHIC,,,6,5,1
talkie-web,leakage-rich,reel,False,reele,ORTHOGRAPHIC,,,4,2,-1
talkie-web,leakage-rich,refraction,False,refractions,ORTHOGRAPHIC,,,10,1,1
talkie-web,leakage-rich,refund,False,refuned,ORTHOGRAPHIC,,,6,22,6
talkie-web,leakage-rich,regent,False,regne,ORTHOGRAPHIC,,,6,0,7
talkie-web,leakage-rich,remittance,False,remittence,ORTHOGRAPHIC,,,10,0,1
talkie-web,leakage-rich,remove,False,removements,ORTHOGRAPHIC,,,6,58,2
talkie-web,leakage-rich,remove,False,removees,ORTHOGRAPHIC,,,6,58,2
talkie-web,leakage-rich,remove,False,remov,ORTHOGRAPHIC,,,6,58,2
talkie-web,leakage-rich,resettlement,False,relocations,INFLECTION,,,12,1,20
talkie-web,leakage-rich,resorption,False,cementation,DERIVATIONAL,,undated,10,0,37
talkie-web,leakage-rich,respite,False,reste,ORTHOGRAPHIC,,,7,2,-1
talkie-web,leakage-rich,retrograde,False,retrograd,ORTHOGRAPHIC,,,10,3,1
talkie-web,leakage-rich,ribosome,False,ribosomes,ORTHOGRAPHIC,,,8,0,14
talkie-web,leakage-rich,roast,False,roastings,ORTHOGRAPHIC,,,5,10,14
talkie-web,leakage-rich,rpm,False,rp,ORTHOGRAPHIC,,,3,7,1
talkie-web,leakage-rich,rubric,False,rubricks,ORTHOGRAPHIC,,,6,1,6
talkie-web,leakage-rich,salt,False,falt,DERIVATIONAL,,undated,4,46,-1
talkie-web,leakage-rich,salute,False,salut,ORTHOGRAPHIC,,,6,3,1
talkie-web,leakage-rich,schism,False,schisme,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,schism,False,schisma,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,schism,False,schismthe,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,schism,False,schismor,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,schism,False,schismi,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,sealed,False,seald,ORTHOGRAPHIC,,,6,13,1
talkie-web,leakage-rich,see,False,sele,ORTHOGRAPHIC,,,3,772,15
talkie-web,leakage-rich,separatist,False,separationists,INFLECTION,,,10,0,29
talkie-web,leakage-rich,shale,False,shales,ORTHOGRAPHIC,,,5,0,7
talkie-web,leakage-rich,sinking,False,upwelling,DERIVATIONAL,,undated,7,6,12
talkie-web,leakage-rich,sinking,False,downwelling,DERIVATIONAL,,undated,7,6,12
talkie-web,leakage-rich,spa,False,spaw,ORTHOGRAPHIC,,,3,2,3
talkie-web,leakage-rich,spent,False,sprent,ORTHOGRAPHIC,,,5,104,1
talkie-web,leakage-rich,spent,False,spente,ORTHOGRAPHIC,,,5,104,1
talkie-web,leakage-rich,spent,False,spente,ORTHOGRAPHIC,,,5,104,1
talkie-web,leakage-rich,spoil,False,spoile,ORTHOGRAPHIC,,,5,3,18
talkie-web,leakage-rich,spoil,False,spoyle,ORTHOGRAPHIC,,,5,3,18
talkie-web,leakage-rich,squeeze,False,squeez,ORTHOGRAPHIC,,,7,11,1
talkie-web,leakage-rich,sting,False,stinges,ORTHOGRAPHIC,,,5,5,2
talkie-web,leakage-rich,structuralist,False,geometrist,DERIVATIONAL,,undated,13,0,3
talkie-web,leakage-rich,subclass,False,subclasses,ORTHOGRAPHIC,,,8,0,99
talkie-web,leakage-rich,subclass,False,subcategories,DERIVATIONAL,,undated,8,0,99
talkie-web,leakage-rich,submissive,False,submissives,ORTHOGRAPHIC,,,10,4,1
talkie-web,leakage-rich,subscript,False,subscripta,ORTHOGRAPHIC,,,9,0,1
talkie-web,leakage-rich,subscript,False,subscriptum,ORTHOGRAPHIC,,,9,0,1
talkie-web,leakage-rich,subscript,False,subscripted,ORTHOGRAPHIC,,,9,0,1
talkie-web,leakage-rich,subscript,False,subscriptus,ORTHOGRAPHIC,,,9,0,1
talkie-web,leakage-rich,supine,False,supinated,INFLECTION,,,6,1,1
talkie-web,leakage-rich,supine,False,supin,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,suppressor,False,suppressors,ORTHOGRAPHIC,,,10,0,-1
talkie-web,leakage-rich,tactile,False,tactiles,ORTHOGRAPHIC,,,7,2,3
talkie-web,leakage-rich,textured,False,texturized,ORTHOGRAPHIC,,,8,2,41
talkie-web,leakage-rich,toad,False,toade,ORTHOGRAPHIC,,,4,4,3
talkie-web,leakage-rich,translocation,False,translocations,ORTHOGRAPHIC,,,13,0,40
talkie-web,leakage-rich,triglyceride,True,glycerides,INFLECTION,,,12,0,21
talkie-web,leakage-rich,triglyceride,True,triesters,DERIVATIONAL,,undated,12,0,21
talkie-web,leakage-rich,triglyceride,True,trihydric,DERIVATIONAL,,undated,12,0,21
talkie-web,leakage-rich,trillion,False,decillion,DERIVATIONAL,,undated,8,1,6
talkie-web,leakage-rich,turning,False,turne,DERIVATIONAL,,undated,7,75,58
talkie-web,leakage-rich,unjustified,False,unreproved,DERIVATIONAL,,undated,11,1,78
talkie-web,leakage-rich,unjustified,False,uncontradicted,DERIVATIONAL,,undated,11,1,78
talkie-web,leakage-rich,urethra,False,ureters,ORTHOGRAPHIC,,,7,1,1
talkie-web,leakage-rich,vex,False,vexe,ORTHOGRAPHIC,,,3,1,1
talkie-web,leakage-rich,victimization,False,victimhood,DERIVATIONAL,,undated,13,0,-1
talkie-web,leakage-rich,vile,False,gile,DERIVATIONAL,,undated,4,5,76
talkie-web,leakage-rich,vogue,False,vogu,ORTHOGRAPHIC,,,5,6,1
talkie-web,leakage-rich,waking,False,wakees,INFLECTION,,,6,11,1
talkie-web,leakage-rich,waking,False,wakinge,ORTHOGRAPHIC,,,6,11,1
talkie-web,leakage-rich,waking,False,wakin,ORTHOGRAPHIC,,,6,11,1
talkie-web,leakage-rich,whine,False,hine,DERIVATIONAL,,undated,5,4,-1
talkie-web,leakage-rich,wide,False,wyde,ORTHOGRAPHIC,,,4,125,1
talkie-web,leakage-rich,wrest,False,drest,DERIVATIONAL,,undated,5,1,-1
talkie-web,leakage-rich,wrong,False,wrongd,ORTHOGRAPHIC,,,5,129,1
talkie-web,leakage-rich,aback,False,alow,DERIVATIONAL,,undated,5,2,12
talkie-web,leakage-rich,acquittal,False,acquital,ORTHOGRAPHIC,,,9,2,1
talkie-web,leakage-rich,adder,False,addor,ORTHOGRAPHIC,,,5,0,1
talkie-web,leakage-rich,aerospace,False,electrospace,DERIVATIONAL,,undated,9,4,6
talkie-web,leakage-rich,alanine,True,homocysteine,DERIVATIONAL,,undated,7,0,12
talkie-web,leakage-rich,amiss,False,amisse,ORTHOGRAPHIC,,,5,2,1
talkie-web,leakage-rich,amiss,False,amis,ORTHOGRAPHIC,,,5,2,1
talkie-web,leakage-rich,amiss,False,amis,ORTHOGRAPHIC,,,5,2,1
talkie-web,leakage-rich,angler,False,anglerfishes,ORTHOGRAPHIC,,,6,0,2
talkie-web,leakage-rich,atresia,False,atretic,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,biosphere,False,ecosphere,DERIVATIONAL,,undated,9,0,1
talkie-web,leakage-rich,biosphere,False,biogeosphere,DERIVATIONAL,,undated,9,0,1
talkie-web,leakage-rich,brace,False,braches,ORTHOGRAPHIC,,,5,14,-1
talkie-web,leakage-rich,catalysis,True,catalasis,ORTHOGRAPHIC,,,9,0,1
talkie-web,leakage-rich,catholic,False,catholici,ORTHOGRAPHIC,,,8,84,25
talkie-web,leakage-rich,catholic,False,catholice,ORTHOGRAPHIC,,,8,84,25
talkie-web,leakage-rich,catholic,False,catholico,ORTHOGRAPHIC,,,8,84,25
talkie-web,leakage-rich,catholic,False,catholicus,ORTHOGRAPHIC,,,8,84,25
talkie-web,leakage-rich,catholic,False,cathol,ORTHOGRAPHIC,,,8,84,25
talkie-web,leakage-rich,choline,True,streptine,DERIVATIONAL,,undated,7,0,51
talkie-web,leakage-rich,choline,True,streptamine,DERIVATIONAL,,undated,7,0,51
talkie-web,leakage-rich,choline,True,cholesterine,DERIVATIONAL,,undated,7,0,51
talkie-web,leakage-rich,choline,True,cholic,ORTHOGRAPHIC,,,7,0,51
talkie-web,leakage-rich,civility,False,civill,DERIVATIONAL,,undated,8,1,5
talkie-web,leakage-rich,clout,False,cloutt,ORTHOGRAPHIC,,,5,1,1
talkie-web,leakage-rich,clout,False,cloute,ORTHOGRAPHIC,,,5,1,1
talkie-web,leakage-rich,clout,False,clowte,ORTHOGRAPHIC,,,5,1,1
talkie-web,leakage-rich,clout,False,cloutte,ORTHOGRAPHIC,,,5,1,1
talkie-web,leakage-rich,cocoon,False,cocon,ORTHOGRAPHIC,,,6,3,1
talkie-web,leakage-rich,corpuscle,False,corpuscules,ORTHOGRAPHIC,,,9,0,8
talkie-web,leakage-rich,crowdfunding,False,crowdsourcing,DERIVATIONAL,,undated,12,0,1
talkie-web,leakage-rich,decibel,False,deci,DERIVATIONAL,,undated,7,0,1
talkie-web,leakage-rich,decibel,False,decible,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,diphtheria,False,diphtheritis,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,diploid,True,tetraploid,DERIVATIONAL,,undated,7,0,1
talkie-web,leakage-rich,down,False,downsides,ORTHOGRAPHIC,,,4,895,2
talkie-web,leakage-rich,down,False,downts,ORTHOGRAPHIC,,,4,895,5
talkie-web,leakage-rich,down,False,downsides,ORTHOGRAPHIC,,,4,895,5
talkie-web,leakage-rich,dyad,False,diad,ORTHOGRAPHIC,,,4,0,1
talkie-web,leakage-rich,earthy,False,earthish,DERIVATIONAL,,undated,6,10,30
talkie-web,leakage-rich,ebb,False,ebbe,ORTHOGRAPHIC,,,3,1,6
talkie-web,leakage-rich,ecologically,False,botanically,DERIVATIONAL,,undated,12,0,10
talkie-web,leakage-rich,empiricist,False,experimentalist,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,empiricist,False,experimentalist,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,endoscopic,False,enoscopic,ORTHOGRAPHIC,,,10,0,1
talkie-web,leakage-rich,endoscopic,False,ectoscopic,ORTHOGRAPHIC,,,10,0,1
talkie-web,leakage-rich,endoscopic,False,intoscopic,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,endoscopic,False,introscopic,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,endoscopic,False,inoscopic,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,endoscopic,False,esoscopic,ORTHOGRAPHIC,,,10,0,1
talkie-web,leakage-rich,endoscopic,False,intescopic,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,ethereal,False,etheric,DERIVATIONAL,,undated,8,3,20
talkie-web,leakage-rich,etymology,True,onomatology,DERIVATIONAL,,undated,9,0,1
talkie-web,leakage-rich,eyelash,False,eyeblink,DERIVATIONAL,,undated,7,0,1
talkie-web,leakage-rich,ferric,False,ferrum,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,ferric,False,ferri,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,ferrite,False,ferritic,ORTHOGRAPHIC,,,7,0,2
talkie-web,leakage-rich,flammable,False,flamable,ORTHOGRAPHIC,,,9,1,1
talkie-web,leakage-rich,flammable,False,combustable,DERIVATIONAL,,undated,9,1,1
talkie-web,leakage-rich,flammable,False,flammible,ORTHOGRAPHIC,,,9,1,1
talkie-web,leakage-rich,flit,False,flie,ORTHOGRAPHIC,,,4,0,6
talkie-web,leakage-rich,fore,False,forthe,ORTHOGRAPHIC,,,4,6,10
talkie-web,leakage-rich,fresco,False,freshe,ORTHOGRAPHIC,,,6,8,-1
talkie-web,leakage-rich,geared,False,gendered,INFLECTION,,,6,2,1
talkie-web,leakage-rich,geared,False,gearedand,ORTHOGRAPHIC,,,6,2,1
talkie-web,leakage-rich,generalist,False,generalists,ORTHOGRAPHIC,,,10,1,5
talkie-web,leakage-rich,germanium,False,berlinium,DERIVATIONAL,,undated,9,8,25
talkie-web,leakage-rich,haploid,True,tetraploid,DERIVATIONAL,,undated,7,0,1
talkie-web,leakage-rich,hyperbolic,False,hyperbolical,ORTHOGRAPHIC,,,10,2,1
talkie-web,leakage-rich,hypha,False,hyphæ,ORTHOGRAPHIC,,,5,0,51
talkie-web,leakage-rich,identically,False,corporally,DERIVATIONAL,,undated,11,1,-1
talkie-web,leakage-rich,incongruous,False,discongruous,DERIVATIONAL,,undated,11,1,1
talkie-web,leakage-rich,isometric,False,isokinetic,DERIVATIONAL,,undated,9,0,2
talkie-web,leakage-rich,lignin,False,lignine,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,lignin,False,lignine,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,liposome,False,lipo,DERIVATIONAL,,undated,8,0,-1
talkie-web,leakage-rich,mannerism,False,mannerist,ORTHOGRAPHIC,,,9,2,1
talkie-web,leakage-rich,moraine,True,morain,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,moraine,True,morraine,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,mummy,False,mummie,ORTHOGRAPHIC,,,5,0,1
talkie-web,leakage-rich,nanotube,False,nanotubes,ORTHOGRAPHIC,,,8,0,-1
talkie-web,leakage-rich,naught,False,noght,ORTHOGRAPHIC,,,6,2,2
talkie-web,leakage-rich,nitrite,False,nitrites,ORTHOGRAPHIC,,,7,0,10
talkie-web,leakage-rich,nitrite,False,nitriles,ORTHOGRAPHIC,,,7,0,10
talkie-web,leakage-rich,ostrich,False,estrich,DERIVATIONAL,,undated,7,0,44
talkie-web,leakage-rich,papillary,False,papillæ,ORTHOGRAPHIC,,,9,1,-1
talkie-web,leakage-rich,papyrus,False,papyr,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,parapet,False,parapit,ORTHOGRAPHIC,,,7,1,1
talkie-web,leakage-rich,parapet,False,parap,ORTHOGRAPHIC,,,7,1,1
talkie-web,leakage-rich,pedicle,False,pedicles,ORTHOGRAPHIC,,,7,0,2
talkie-web,leakage-rich,peg,False,peghead,ORTHOGRAPHIC,,,3,4,41
talkie-web,leakage-rich,perpetuity,False,perpetuum,DERIVATIONAL,,undated,10,0,1
talkie-web,leakage-rich,phallic,False,phallo,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,piece,False,pece,ORTHOGRAPHIC,,,5,129,-1
talkie-web,leakage-rich,plankton,False,planktons,ORTHOGRAPHIC,,,8,0,1
talkie-web,leakage-rich,pluralist,False,physicalist,DERIVATIONAL,,undated,9,0,4
talkie-web,leakage-rich,polishing,False,finshing,DERIVATIONAL,,undated,9,2,2
talkie-web,leakage-rich,potash,False,potass,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,potash,False,potas,ORTHOGRAPHIC,,,6,0,1
talkie-web,leakage-rich,pox,False,poxe,ORTHOGRAPHIC,,,3,0,1
talkie-web,leakage-rich,prefrontal,False,premaxillary,DERIVATIONAL,,undated,10,0,-1
talkie-web,leakage-rich,prompt,False,promt,ORTHOGRAPHIC,,,6,11,1
talkie-web,leakage-rich,proving,False,provings,ORTHOGRAPHIC,,,7,5,2
talkie-web,leakage-rich,quadrupole,False,quadrupoles,ORTHOGRAPHIC,,,10,0,72
talkie-web,leakage-rich,quantization,False,quantizing,INFLECTION,,,12,0,1
talkie-web,leakage-rich,raiser,False,raisers,ORTHOGRAPHIC,,,6,1,62
talkie-web,leakage-rich,rater,False,raters,ORTHOGRAPHIC,,,5,0,18
talkie-web,leakage-rich,rebuke,False,rebukee,ORTHOGRAPHIC,,,6,2,1
talkie-web,leakage-rich,rebuke,False,rebukere,ORTHOGRAPHIC,,,6,2,1
talkie-web,leakage-rich,rebuke,False,rebukke,ORTHOGRAPHIC,,,6,2,1
talkie-web,leakage-rich,rebuke,False,rebukeke,ORTHOGRAPHIC,,,6,2,1
talkie-web,leakage-rich,relent,False,repente,ORTHOGRAPHIC,,,6,0,36
talkie-web,leakage-rich,rem,False,mrem,DERIVATIONAL,,undated,3,0,4
talkie-web,leakage-rich,remake,False,recompose,DERIVATIONAL,,undated,6,2,1
talkie-web,leakage-rich,rosary,False,roser,ORTHOGRAPHIC,,,6,0,-1
talkie-web,leakage-rich,rosette,False,rosetts,ORTHOGRAPHIC,,,7,0,2
talkie-web,leakage-rich,rosette,False,rossettes,ORTHOGRAPHIC,,,7,0,2
talkie-web,leakage-rich,rosette,False,rosett,ORTHOGRAPHIC,,,7,0,2
talkie-web,leakage-rich,rub,False,rubb,ORTHOGRAPHIC,,,3,6,1
talkie-web,leakage-rich,rubella,False,rubellae,ORTHOGRAPHIC,,,7,0,1
talkie-web,leakage-rich,sexist,False,misandrist,DERIVATIONAL,,undated,6,0,1
talkie-web,leakage-rich,sexist,False,genderist,DERIVATIONAL,,undated,6,0,1
talkie-web,leakage-rich,slime,False,slimes,ORTHOGRAPHIC,,,5,0,4
talkie-web,leakage-rich,snare,False,snareto,ORTHOGRAPHIC,,,5,1,1
talkie-web,leakage-rich,snow,False,snowe,ORTHOGRAPHIC,,,4,59,1
talkie-web,leakage-rich,southerner,False,sotherner,ORTHOGRAPHIC,,,10,8,1
talkie-web,leakage-rich,southerner,False,southlander,DERIVATIONAL,,undated,10,8,1
talkie-web,leakage-rich,spacer,False,spacers,ORTHOGRAPHIC,,,6,2,3
talkie-web,leakage-rich,spike,False,spicer,ORTHOGRAPHIC,,,5,2,-1
talkie-web,leakage-rich,spike,False,sparke,ORTHOGRAPHIC,,,5,2,-1
talkie-web,leakage-rich,stator,False,stators,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,stator,False,stators,ORTHOGRAPHIC,,,6,1,1
talkie-web,leakage-rich,sternum,False,stercum,ORTHOGRAPHIC,,,7,1,1
talkie-web,leakage-rich,sternum,False,sterculum,DERIVATIONAL,,undated,7,1,1
talkie-web,leakage-rich,sternum,False,sternon,ORTHOGRAPHIC,,,7,1,1
talkie-web,leakage-rich,still,False,spille,ORTHOGRAPHIC,,,5,782,74
talkie-web,leakage-rich,stupor,False,stupour,ORTHOGRAPHIC,,,6,4,1
talkie-web,leakage-rich,subjectively,False,subjectivally,ORTHOGRAPHIC,,,12,6,1
talkie-web,leakage-rich,synthase,True,deaminase,DERIVATIONAL,,undated,8,0,2
talkie-web,leakage-rich,synthase,True,dehydratase,DERIVATIONAL,,undated,8,0,2
talkie-web,leakage-rich,synthase,True,dehydrogenase,DERIVATIONAL,,undated,8,0,2
talkie-web,leakage-rich,ternary,False,trinary,ORTHOGRAPHIC,,,7,0,3
talkie-web,leakage-rich,tine,False,tinne,ORTHOGRAPHIC,,,4,0,2
talkie-web,leakage-rich,tingle,False,ringe,DERIVATIONAL,,undated,6,0,4
talkie-web,leakage-rich,trespass,False,trespas,ORTHOGRAPHIC,,,8,0,1
talkie-web,leakage-rich,trespass,False,trespasse,ORTHOGRAPHIC,,,8,0,1
talkie-web,leakage-rich,usurpation,False,usurpacion,ORTHOGRAPHIC,,,10,0,1
talkie-web,leakage-rich,villus,False,villi,ORTHOGRAPHIC,,,6,0,48
talkie-web,leakage-rich,widower,False,widder,ORTHOGRAPHIC,,,7,1,1
talkie-web,leakage-rich,windmill,False,watermill,DERIVATIONAL,,undated,8,1,5
talkie-web,leakage-rich,windmill,False,flourmill,DERIVATIONAL,,undated,8,1,5
talkie-web,leakage-rich,workspace,False,worktops,DERIVATIONAL,,undated,9,0,59
talkie-web,leakage-rich,workspace,False,worktop,DERIVATIONAL,,undated,9,0,59
talkie-web,leakage-rich,acid,False,acis,ORTHOGRAPHIC,,,4,13,2
